"@timestamp","_source"
"21:22:06.914 2025-10-05","{""@timestamp"":""21:22:06.914 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""cmdline"":""\""sshd: [accepted]\"""",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""pid"":""25961"",""syslog_pid"":""25961"",""syslog_timestamp"":""Oct  5 23:22:06 "",""message"":""Connection from 192.168.99.5 port 49074 on 172.16.200.2 port 1234 rdomain \""\"""",""source_realtime_timestamp"":""1759699326914482"",""tag"":""systemd"",""_id"":""tHRBtpkBStl87ql0WNzf"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:21:37.585 2025-10-05","{""@timestamp"":""21:21:37.585 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""priority"":""6"",""transport"":""journal"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""code_file"":""src/login/logind-session.c"",""syslog_identifier"":""systemd-logind"",""comm"":""systemd-logind"",""exe"":""/usr/lib/systemd/systemd-logind"",""cmdline"":""/lib/systemd/systemd-logind"",""cap_effective"":""24420020f"",""systemd_cgroup"":""/system.slice/systemd-logind.service"",""systemd_unit"":""systemd-logind.service"",""code_line"":""908"",""code_func"":""session_finalize"",""message_id"":""3354939424b4456d9802ca8333ed424a"",""hostname"":""srvbastion"",""pid"":""577"",""user_id"":""hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""tid"":""577"",""systemd_invocation_id"":""b3b2b8e3006146c7a7ea0f34dd24fcbb"",""session_id"":""55"",""leader"":""5244"",""message"":""Removed session 55."",""source_realtime_timestamp"":""1759699297585326"",""tag"":""systemd"",""_id"":""dXRAtpkBStl87ql0atuW"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:21:37.584 2025-10-05","{""@timestamp"":""21:21:37.584 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""priority"":""6"",""transport"":""journal"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""code_file"":""src/login/logind-session.c"",""code_line"":""851"",""code_func"":""session_stop_scope"",""syslog_identifier"":""systemd-logind"",""comm"":""systemd-logind"",""exe"":""/usr/lib/systemd/systemd-logind"",""cmdline"":""/lib/systemd/systemd-logind"",""cap_effective"":""24420020f"",""systemd_cgroup"":""/system.slice/systemd-logind.service"",""systemd_unit"":""systemd-logind.service"",""hostname"":""srvbastion"",""pid"":""577"",""user_id"":""hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""tid"":""577"",""systemd_invocation_id"":""b3b2b8e3006146c7a7ea0f34dd24fcbb"",""session_id"":""55"",""leader"":""5244"",""message"":""Session 55 logged out. Waiting for processes to exit."",""source_realtime_timestamp"":""1759699297584262"",""tag"":""systemd"",""_id"":""dHRAtpkBStl87ql0atuW"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:15:09.066 2025-10-05","{""@timestamp"":""21:15:09.066 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""pid"":""5244"",""syslog_pid"":""5244"",""syslog_timestamp"":""Oct  5 23:15:09 "",""message"":""User child is on pid 5250"",""source_realtime_timestamp"":""1759698909066336"",""tag"":""systemd"",""_id"":""BXM6tpkBStl87ql0kpqt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:15:09.065 2025-10-05","{""@timestamp"":""21:15:09.065 2025-10-05"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""syslog_facility"":""10"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""priority"":""7"",""message"":""pam_env(sshd:session): deprecated reading of user environment enabled"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""pid"":""5244"",""syslog_pid"":""5244"",""syslog_timestamp"":""Oct  5 23:15:09 "",""source_realtime_timestamp"":""1759698909065801"",""tag"":""systemd"",""_id"":""BHM6tpkBStl87ql0kpqt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:15:09.019 2025-10-05","{""@timestamp"":""21:15:09.019 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""priority"":""6"",""transport"":""journal"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""code_file"":""src/login/logind-session.c"",""syslog_identifier"":""systemd-logind"",""comm"":""systemd-logind"",""exe"":""/usr/lib/systemd/systemd-logind"",""cmdline"":""/lib/systemd/systemd-logind"",""cap_effective"":""24420020f"",""systemd_cgroup"":""/system.slice/systemd-logind.service"",""systemd_unit"":""systemd-logind.service"",""code_line"":""780"",""code_func"":""session_start"",""message_id"":""8d45620c1a4348dbb17410da57c60c66"",""hostname"":""srvbastion"",""pid"":""577"",""user_id"":""hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""tid"":""577"",""systemd_invocation_id"":""b3b2b8e3006146c7a7ea0f34dd24fcbb"",""session_id"":""55"",""leader"":""5244"",""message"":""New session 55 of user hhenry."",""source_realtime_timestamp"":""1759698909019932"",""tag"":""systemd"",""_id"":""A3M6tpkBStl87ql0kpqt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:15:09.014 2025-10-05","{""@timestamp"":""21:15:09.014 2025-10-05"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""syslog_facility"":""10"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""message"":""pam_unix(sshd:session): session opened for user hhenry(uid=1001) by (uid=0)"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""pid"":""5244"",""syslog_pid"":""5244"",""syslog_timestamp"":""Oct  5 23:15:09 "",""source_realtime_timestamp"":""1759698909014589"",""tag"":""systemd"",""_id"":""AnM6tpkBStl87ql0kpqt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:15:09.012 2025-10-05","{""@timestamp"":""21:15:09.012 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""pid"":""5244"",""syslog_pid"":""5244"",""syslog_timestamp"":""Oct  5 23:15:09 "",""message"":""Accepted password for hhenry from 192.168.99.5 port 57892 ssh2"",""source_realtime_timestamp"":""1759698909012125"",""tag"":""systemd"",""_id"":""AXM6tpkBStl87ql0kpqt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:15:07.537 2025-10-05","{""@timestamp"":""21:15:07.537 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""cmdline"":""\""sshd: [accepted]\"""",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""pid"":""5244"",""syslog_pid"":""5244"",""syslog_timestamp"":""Oct  5 23:15:07 "",""message"":""Connection from 192.168.99.5 port 57892 on 172.16.200.2 port 1234 rdomain \""\"""",""source_realtime_timestamp"":""1759698907537314"",""tag"":""systemd"",""_id"":""AHM6tpkBStl87ql0kpqt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:15:04.042 2025-10-05","{""@timestamp"":""21:15:04.042 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""priority"":""6"",""transport"":""journal"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""code_file"":""src/login/logind-session.c"",""syslog_identifier"":""systemd-logind"",""comm"":""systemd-logind"",""exe"":""/usr/lib/systemd/systemd-logind"",""cmdline"":""/lib/systemd/systemd-logind"",""cap_effective"":""24420020f"",""systemd_cgroup"":""/system.slice/systemd-logind.service"",""systemd_unit"":""systemd-logind.service"",""code_line"":""908"",""code_func"":""session_finalize"",""message_id"":""3354939424b4456d9802ca8333ed424a"",""hostname"":""srvbastion"",""pid"":""577"",""user_id"":""hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""tid"":""577"",""systemd_invocation_id"":""b3b2b8e3006146c7a7ea0f34dd24fcbb"",""session_id"":""53"",""leader"":""5219"",""message"":""Removed session 53."",""source_realtime_timestamp"":""1759698904042865"",""tag"":""systemd"",""_id"":""_3M6tpkBStl87ql0kpmt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:15:04.041 2025-10-05","{""@timestamp"":""21:15:04.041 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""priority"":""6"",""transport"":""journal"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""code_file"":""src/login/logind-session.c"",""code_line"":""851"",""code_func"":""session_stop_scope"",""syslog_identifier"":""systemd-logind"",""comm"":""systemd-logind"",""exe"":""/usr/lib/systemd/systemd-logind"",""cmdline"":""/lib/systemd/systemd-logind"",""cap_effective"":""24420020f"",""systemd_cgroup"":""/system.slice/systemd-logind.service"",""systemd_unit"":""systemd-logind.service"",""hostname"":""srvbastion"",""pid"":""577"",""user_id"":""hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""tid"":""577"",""systemd_invocation_id"":""b3b2b8e3006146c7a7ea0f34dd24fcbb"",""session_id"":""53"",""leader"":""5219"",""message"":""Session 53 logged out. Waiting for processes to exit."",""source_realtime_timestamp"":""1759698904041824"",""tag"":""systemd"",""_id"":""_nM6tpkBStl87ql0kpmt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:15:04.036 2025-10-05","{""@timestamp"":""21:15:04.036 2025-10-05"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""syslog_facility"":""10"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""message"":""pam_unix(sshd:session): session closed for user hhenry"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""pid"":""5219"",""syslog_pid"":""5219"",""syslog_timestamp"":""Oct  5 23:15:04 "",""source_realtime_timestamp"":""1759698904036667"",""tag"":""systemd"",""_id"":""_XM6tpkBStl87ql0kpmt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
"21:15:03.964 2025-10-05","{""@timestamp"":""21:15:03.964 2025-10-05"",""syslog_facility"":""4"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""gid"":""0"",""transport"":""syslog"",""priority"":""6"",""cap_effective"":""1ffffffffff"",""selinux_context"":""unconfined\n"",""systemd_slice"":""system.slice"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""syslog_identifier"":""sshd"",""systemd_cgroup"":""/system.slice/ssh.service"",""systemd_unit"":""ssh.service"",""hostname"":""srvbastion"",""cmdline"":""\""sshd: hhenry [priv]\"""",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""systemd_invocation_id"":""c6ce84268e1641eaad75bcaef29df849"",""pid"":""5219"",""syslog_pid"":""5219"",""syslog_timestamp"":""Oct  5 23:15:03 "",""message"":""User child is on pid 5242"",""source_realtime_timestamp"":""1759698903964539"",""tag"":""systemd"",""_id"":""_HM6tpkBStl87ql0kpmt"",""_type"":"" - "",""_index"":""index-f607d6555e6d-systemd"",""_score"":""""}"
