"@timestamp","_source"
"21:22:07.075 2025-10-05","{""@timestamp"":""21:22:07.075 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""message"":""PROCTITLE proctitle=737368643A205B726578656365645D"",""cmdline"":""sshd: [rexeced]"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699327072000"",""audit_id"":""30089"",""tag"":""auditd"",""_id"":""QHRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:07.075 2025-10-05","{""@timestamp"":""21:22:07.075 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""selinux_context"":""unconfined"",""audit_field_res"":""success"",""audit_loginuid"":""4294967295"",""audit_session"":""4294967295"",""audit_field_acct"":""root"",""audit_field_grantors"":""pam_permit"",""audit_type"":""1101"",""audit_type_name"":""USER_ACCT"",""audit_field_op"":""PAM:accounting"",""audit_field_exe"":""/usr/sbin/sshd"",""audit_field_terminal"":""ssh"",""audit_field_hostname"":""192.168.99.5"",""audit_field_addr"":""192.168.99.5"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""pid"":""25961"",""source_realtime_timestamp"":""1759699327072000"",""audit_id"":""30090"",""message"":""USER_ACCT pid=25961 uid=0 auid=4294967295 ses=4294967295 subj=unconfined msg='op=PAM:accounting grantors=pam_permit acct=\""root\"" exe=\""/usr/sbin/sshd\"" hostname=192.168.99.5 addr=192.168.99.5 terminal=ssh res=success'"",""tag"":""auditd"",""_id"":""QXRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:07.074 2025-10-05","{""@timestamp"":""21:22:07.074 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""uid"":""0"",""gid"":""0"",""euid"":""0"",""audit_field_suid"":""0"",""fsuid"":""0"",""egid"":""0"",""audit_field_sgid"":""0"",""fsgid"":""0"",""selinux_context"":""unconfined"",""audit_field_a3"":""0"",""audit_field_syscall"":""257"",""audit_field_exit"":""5"",""audit_field_a0"":""ffffff9c"",""audit_field_items"":""1"",""audit_field_a2"":""80000"",""audit_loginuid"":""4294967295"",""tty"":""(none)"",""audit_session"":""4294967295"",""audit_field_key"":""\""etcpasswd\"""",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""587"",""pid"":""25961"",""source_realtime_timestamp"":""1759699327072000"",""audit_id"":""30089"",""message"":""SYSCALL arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f501e1b8bf9 a2=80000 a3=0 items=1 ppid=587 pid=25961 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=\""sshd\"" exe=\""/usr/sbin/sshd\"" subj=unconfined key=\""etcpasswd\"""",""audit_field_a1"":""7f501e1b8bf9"",""tag"":""auditd"",""_id"":""PnRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:07.074 2025-10-05","{""@timestamp"":""21:22:07.074 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_dev"":""fe:01"",""audit_field_ouid"":""0"",""audit_field_rdev"":""00:00"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""audit_field_mode"":""0100640"",""audit_field_ogid"":""42"",""message"":""PATH item=0 name=\""/etc/shadow\"" inode=131942 dev=fe:01 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_name"":""/etc/shadow"",""audit_field_inode"":""131942"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699327072000"",""audit_id"":""30089"",""tag"":""auditd"",""_id"":""P3RAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:06.912 2025-10-05","{""@timestamp"":""21:22:06.912 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""uid"":""0"",""gid"":""0"",""euid"":""0"",""audit_field_suid"":""0"",""fsuid"":""0"",""egid"":""0"",""audit_field_sgid"":""0"",""fsgid"":""0"",""selinux_context"":""unconfined"",""audit_field_a2"":""0"",""audit_field_syscall"":""41"",""audit_field_items"":""0"",""audit_loginuid"":""4294967295"",""tty"":""(none)"",""audit_session"":""4294967295"",""audit_field_key"":""\""network_socket_created\"""",""audit_field_exit"":""4"",""audit_field_a0"":""a"",""audit_field_a1"":""80002"",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""587"",""source_realtime_timestamp"":""1759699326908000"",""audit_id"":""30085"",""message"":""SYSCALL arch=c000003e syscall=41 success=yes exit=4 a0=a a1=80002 a2=0 a3=7ffdb2d75fd0 items=0 ppid=587 pid=25961 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=\""sshd\"" exe=\""/usr/sbin/sshd\"" subj=unconfined key=\""network_socket_created\"""",""audit_field_a3"":""7ffdb2d75fd0"",""pid"":""25961"",""tag"":""auditd"",""_id"":""M3RAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:06.912 2025-10-05","{""@timestamp"":""21:22:06.912 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""message"":""PROCTITLE proctitle=737368643A205B726578656365645D"",""cmdline"":""sshd: [rexeced]"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699326908000"",""audit_id"":""30085"",""tag"":""auditd"",""_id"":""NHRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:06.912 2025-10-05","{""@timestamp"":""21:22:06.912 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""audit_field_exit"":""0"",""uid"":""0"",""gid"":""0"",""euid"":""0"",""audit_field_suid"":""0"",""fsuid"":""0"",""egid"":""0"",""audit_field_sgid"":""0"",""fsgid"":""0"",""selinux_context"":""unconfined"",""audit_field_items"":""0"",""audit_loginuid"":""4294967295"",""tty"":""(none)"",""audit_session"":""4294967295"",""audit_field_a0"":""4"",""audit_field_syscall"":""42"",""audit_field_a2"":""1c"",""audit_field_key"":""\""network_connect_6\"""",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""587"",""source_realtime_timestamp"":""1759699326908000"",""audit_field_a3"":""7ffdb2d75fd0"",""pid"":""25961"",""audit_id"":""30086"",""message"":""SYSCALL arch=c000003e syscall=42 success=yes exit=0 a0=4 a1=55ff1a1ef740 a2=1c a3=7ffdb2d75fd0 items=0 ppid=587 pid=25961 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=\""sshd\"" exe=\""/usr/sbin/sshd\"" subj=unconfined key=\""network_connect_6\"""",""audit_field_a1"":""55ff1a1ef740"",""tag"":""auditd"",""_id"":""NXRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:06.912 2025-10-05","{""@timestamp"":""21:22:06.912 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1306"",""audit_type_name"":""SOCKADDR"",""message"":""SOCKADDR saddr=0A0004D2000000000000000000000000000000000000000000000000"",""audit_field_saddr"":""0A0004D2000000000000000000000000000000000000000000000000"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699326908000"",""audit_id"":""30086"",""tag"":""auditd"",""_id"":""NnRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:06.912 2025-10-05","{""@timestamp"":""21:22:06.912 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""message"":""PROCTITLE proctitle=737368643A205B726578656365645D"",""cmdline"":""sshd: [rexeced]"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699326908000"",""audit_id"":""30086"",""tag"":""auditd"",""_id"":""N3RAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:06.912 2025-10-05","{""@timestamp"":""21:22:06.912 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""audit_field_exit"":""0"",""uid"":""0"",""gid"":""0"",""euid"":""0"",""audit_field_suid"":""0"",""fsuid"":""0"",""egid"":""0"",""audit_field_sgid"":""0"",""fsgid"":""0"",""selinux_context"":""unconfined"",""audit_field_items"":""0"",""audit_loginuid"":""4294967295"",""tty"":""(none)"",""audit_session"":""4294967295"",""audit_field_a0"":""4"",""audit_field_syscall"":""42"",""audit_field_a2"":""10"",""audit_field_key"":""\""network_connect_4\"""",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""587"",""source_realtime_timestamp"":""1759699326908000"",""audit_field_a3"":""7ffdb2d75fd0"",""pid"":""25961"",""audit_id"":""30087"",""message"":""SYSCALL arch=c000003e syscall=42 success=yes exit=0 a0=4 a1=7ffdb2d76370 a2=10 a3=7ffdb2d75fd0 items=0 ppid=587 pid=25961 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=\""sshd\"" exe=\""/usr/sbin/sshd\"" subj=unconfined key=\""network_connect_4\"""",""audit_field_a1"":""7ffdb2d76370"",""tag"":""auditd"",""_id"":""OHRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:06.912 2025-10-05","{""@timestamp"":""21:22:06.912 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1306"",""audit_type_name"":""SOCKADDR"",""message"":""SOCKADDR saddr=00000000000000000000000000000000"",""audit_field_saddr"":""00000000000000000000000000000000"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699326908000"",""audit_id"":""30087"",""tag"":""auditd"",""_id"":""OXRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:06.912 2025-10-05","{""@timestamp"":""21:22:06.912 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""message"":""PROCTITLE proctitle=737368643A205B726578656365645D"",""cmdline"":""sshd: [rexeced]"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699326908000"",""audit_id"":""30087"",""tag"":""auditd"",""_id"":""OnRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:06.912 2025-10-05","{""@timestamp"":""21:22:06.912 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""audit_field_exit"":""0"",""uid"":""0"",""gid"":""0"",""euid"":""0"",""audit_field_suid"":""0"",""fsuid"":""0"",""egid"":""0"",""audit_field_sgid"":""0"",""fsgid"":""0"",""selinux_context"":""unconfined"",""audit_field_items"":""0"",""audit_loginuid"":""4294967295"",""tty"":""(none)"",""audit_session"":""4294967295"",""audit_field_a0"":""4"",""audit_field_syscall"":""42"",""audit_field_a2"":""10"",""audit_field_key"":""\""network_connect_4\"""",""comm"":""sshd"",""exe"":""/usr/sbin/sshd"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""587"",""source_realtime_timestamp"":""1759699326908000"",""audit_field_a3"":""7ffdb2d75fd0"",""pid"":""25961"",""audit_id"":""30088"",""message"":""SYSCALL arch=c000003e syscall=42 success=yes exit=0 a0=4 a1=55ff1a1ee520 a2=10 a3=7ffdb2d75fd0 items=0 ppid=587 pid=25961 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=\""sshd\"" exe=\""/usr/sbin/sshd\"" subj=unconfined key=\""network_connect_4\"""",""audit_field_a1"":""55ff1a1ee520"",""tag"":""auditd"",""_id"":""O3RAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:06.912 2025-10-05","{""@timestamp"":""21:22:06.912 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1306"",""audit_type_name"":""SOCKADDR"",""message"":""SOCKADDR saddr=020004D2000000000000000000000000"",""audit_field_saddr"":""020004D2000000000000000000000000"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699326908000"",""audit_id"":""30088"",""tag"":""auditd"",""_id"":""PHRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:06.912 2025-10-05","{""@timestamp"":""21:22:06.912 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""message"":""PROCTITLE proctitle=737368643A205B726578656365645D"",""cmdline"":""sshd: [rexeced]"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699326908000"",""audit_id"":""30088"",""tag"":""auditd"",""_id"":""PXRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:04.180 2025-10-05","{""@timestamp"":""21:22:04.180 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""selinux_context"":""unconfined"",""audit_field_addr"":""?"",""audit_field_res"":""success"",""audit_field_hostname"":""?"",""audit_type"":""1106"",""audit_type_name"":""USER_END"",""audit_field_op"":""PAM:session_close"",""audit_field_acct"":""root"",""audit_field_exe"":""/usr/sbin/cron"",""audit_field_terminal"":""cron"",""audit_loginuid"":""0"",""audit_field_grantors"":""pam_loginuid,pam_env,pam_env,pam_permit,pam_unix,pam_limits"",""audit_session"":""64"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""pid"":""25948"",""source_realtime_timestamp"":""1759699324176000"",""audit_id"":""30083"",""message"":""USER_END pid=25948 uid=0 auid=0 ses=64 subj=unconfined msg='op=PAM:session_close grantors=pam_loginuid,pam_env,pam_env,pam_permit,pam_unix,pam_limits acct=\""root\"" exe=\""/usr/sbin/cron\"" hostname=? addr=? terminal=cron res=success'"",""tag"":""auditd"",""_id"":""MnRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:04.179 2025-10-05","{""@timestamp"":""21:22:04.179 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""selinux_context"":""unconfined"",""audit_field_addr"":""?"",""audit_field_res"":""success"",""audit_field_hostname"":""?"",""audit_field_acct"":""root"",""audit_type"":""1104"",""audit_type_name"":""CRED_DISP"",""audit_field_op"":""PAM:setcred"",""audit_field_grantors"":""pam_permit"",""audit_field_exe"":""/usr/sbin/cron"",""audit_field_terminal"":""cron"",""audit_loginuid"":""0"",""audit_session"":""65"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""pid"":""25947"",""source_realtime_timestamp"":""1759699324176000"",""audit_id"":""30080"",""message"":""CRED_DISP pid=25947 uid=0 auid=0 ses=65 subj=unconfined msg='op=PAM:setcred grantors=pam_permit acct=\""root\"" exe=\""/usr/sbin/cron\"" hostname=? addr=? terminal=cron res=success'"",""tag"":""auditd"",""_id"":""L3RAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:04.179 2025-10-05","{""@timestamp"":""21:22:04.179 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""selinux_context"":""unconfined"",""audit_field_addr"":""?"",""audit_field_res"":""success"",""audit_field_hostname"":""?"",""audit_type"":""1106"",""audit_type_name"":""USER_END"",""audit_field_op"":""PAM:session_close"",""audit_field_acct"":""root"",""audit_field_exe"":""/usr/sbin/cron"",""audit_field_terminal"":""cron"",""audit_loginuid"":""0"",""audit_field_grantors"":""pam_loginuid,pam_env,pam_env,pam_permit,pam_unix,pam_limits"",""audit_session"":""65"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""pid"":""25947"",""source_realtime_timestamp"":""1759699324176000"",""audit_id"":""30081"",""message"":""USER_END pid=25947 uid=0 auid=0 ses=65 subj=unconfined msg='op=PAM:session_close grantors=pam_loginuid,pam_env,pam_env,pam_permit,pam_unix,pam_limits acct=\""root\"" exe=\""/usr/sbin/cron\"" hostname=? addr=? terminal=cron res=success'"",""tag"":""auditd"",""_id"":""MHRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:04.179 2025-10-05","{""@timestamp"":""21:22:04.179 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""uid"":""0"",""selinux_context"":""unconfined"",""audit_field_addr"":""?"",""audit_field_res"":""success"",""audit_field_hostname"":""?"",""audit_field_acct"":""root"",""audit_type"":""1104"",""audit_type_name"":""CRED_DISP"",""audit_field_op"":""PAM:setcred"",""audit_field_grantors"":""pam_permit"",""audit_field_exe"":""/usr/sbin/cron"",""audit_field_terminal"":""cron"",""audit_loginuid"":""0"",""audit_session"":""64"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""pid"":""25948"",""source_realtime_timestamp"":""1759699324176000"",""audit_id"":""30082"",""message"":""CRED_DISP pid=25948 uid=0 auid=0 ses=64 subj=unconfined msg='op=PAM:setcred grantors=pam_permit acct=\""root\"" exe=\""/usr/sbin/cron\"" hostname=? addr=? terminal=cron res=success'"",""tag"":""auditd"",""_id"":""MXRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:01.096 2025-10-05","{""@timestamp"":""21:22:01.096 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1300"",""audit_type_name"":""SYSCALL"",""audit_field_arch"":""c000003e"",""audit_field_success"":""yes"",""uid"":""0"",""gid"":""0"",""euid"":""0"",""audit_field_suid"":""0"",""fsuid"":""0"",""egid"":""0"",""audit_field_sgid"":""0"",""fsgid"":""0"",""selinux_context"":""unconfined"",""audit_field_exit"":""5"",""audit_field_syscall"":""41"",""audit_field_a0"":""2"",""audit_field_a1"":""1"",""audit_field_items"":""0"",""tty"":""(none)"",""audit_field_key"":""\""network_socket_created\"""",""audit_field_a2"":""6"",""audit_loginuid"":""0"",""comm"":""curl"",""exe"":""/usr/bin/curl"",""audit_session"":""64"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""ppid"":""25949"",""pid"":""25951"",""source_realtime_timestamp"":""1759699321092000"",""audit_id"":""30078"",""message"":""SYSCALL arch=c000003e syscall=41 success=yes exit=5 a0=2 a1=1 a2=6 a3=7ffdc40b2080 items=0 ppid=25949 pid=25951 auid=0 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=64 comm=\""curl\"" exe=\""/usr/bin/curl\"" subj=unconfined key=\""network_socket_created\"""",""audit_field_a3"":""7ffdc40b2080"",""tag"":""auditd"",""_id"":""LXRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:01.096 2025-10-05","{""@timestamp"":""21:22:01.096 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1327"",""audit_type_name"":""PROCTITLE"",""message"":""PROCTITLE proctitle=2F7573722F62696E2F6375726C002D73002D6D0035006674703A2F2F3139322E3136382E39392E323A32312F002D76"",""cmdline"":""/usr/bin/curl -s -m 5 ftp://192.168.99.2:21/ -v"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699321092000"",""audit_id"":""30078"",""tag"":""auditd"",""_id"":""LnRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:01.095 2025-10-05","{""@timestamp"":""21:22:01.095 2025-10-05"",""transport"":""audit"",""audit_type"":""1309"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""audit_type_name"":""EXECVE"",""audit_field_argc"":""3"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""message"":""EXECVE argc=3 a0=\""/usr/bin/grep\"" a1=\""-q\"" a2=\""SSH\"""",""audit_field_a0"":""\""/usr/bin/grep\"""",""audit_field_a1"":""\""-q\"""",""audit_field_a2"":""\""SSH\"""",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699321092000"",""audit_id"":""30077"",""tag"":""auditd"",""_id"":""KHRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
"21:22:01.095 2025-10-05","{""@timestamp"":""21:22:01.095 2025-10-05"",""transport"":""audit"",""syslog_facility"":""4"",""syslog_identifier"":""audit"",""machine_id"":""40d9637dc8554937a8bc4083032e5262"",""runtime_scope"":""system"",""audit_type"":""1302"",""audit_type_name"":""PATH"",""audit_field_item"":""0"",""audit_field_dev"":""fe:01"",""audit_field_mode"":""0100755"",""audit_field_ouid"":""0"",""audit_field_ogid"":""0"",""audit_field_rdev"":""00:00"",""audit_field_nametype"":""NORMAL"",""audit_field_cap_fp"":""0"",""audit_field_cap_fi"":""0"",""audit_field_cap_fe"":""0"",""audit_field_cap_fver"":""0"",""audit_field_cap_frootid"":""0"",""message"":""PATH item=0 name=\""/usr/bin/grep\"" inode=654697 dev=fe:01 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0"",""audit_field_name"":""/usr/bin/grep"",""audit_field_inode"":""654697"",""hostname"":""srvbastion"",""boot_id"":""3ae25fcb59c14648ad7577fa5d64e777"",""source_realtime_timestamp"":""1759699321092000"",""audit_id"":""30077"",""tag"":""auditd"",""_id"":""KXRAtpkBStl87ql059yl"",""_type"":"" - "",""_index"":""index-f607d6555e6d-auditd"",""_score"":""""}"
